profile_id,archetype,is_fraud,fraud_severity,case_type,niche,follower_count,following_count,posts_count,account_age_months,avg_likes,avg_comments,avg_views,engagement_rate,like_comment_ratio,follower_following_ratio,view_follower_ratio,growth_spike_score,audience_geo_mismatch,audience_real_ratio,comment_authenticity,profile_pic_flag,bio,sample_comments,post_caption,audience_note
BON-06468,viral_legit,0,23.5,trap_clean,sports,297446,10815,44,89,29455,557,244360,10.09,52.8,27.5,0.82,0.534,0.25,0.883,0.688,0,Live from the pitch - your ultimate sports insider.,"Great play! I'm cheering for you! || Wow, so fast! That's my kind of game. || Incredible effort - I'm hooked! || Brilliant move! Can't wait to see more!",Here's why we #LoveSports! 🏏⚽️ #SportLovers,Young sports enthusiasts passionate about games.
BON-06469,click_farm_audience,1,86.6,normal,fashion,622030,7999,371,61,33127,272,1278976,5.37,121.5,77.8,2.06,0.476,0.855,0.256,0.459,0,Always loving the latest fashion trends - sharing style tips & outfit inspirations.,Wish I had her taste! || Nice outfit! || Love it!,New season ready to rock - check out my top picks for the week! #fashion #outfits #newseason,My audience loves trendy fashion and likes getting style inspiration
BON-06470,authentic_organic,0,0.0,normal,photography,111893,6453,45,90,8695,111,207219,7.87,77.9,17.3,1.85,0.12,0.104,0.792,0.739,0,Gorgeous shots & creative angles - Capturing moments beautifully.,"Love your color palette! || Your sunset photos are stunning! || Absolutely breathtaking! || Thanks, glad you like it!",A day full of magic moments captured!,My audience loves nature and travel photography.
BON-06471,ai_persona,1,86.4,masked_fraud,finance,14287,240,371,32,976,12,42128,6.92,76.9,59.5,2.95,0.458,0.34,0.802,0.646,1,Finance tips from a regular Joe - everyday advice,Good tips! Thanks! || Love your advice on budgeting. || Nice info! How do I start investing? || Can't wait for more tips!,5 Money Savvy Tips to Boost Your Wealth - Start Here!,The average investor looking for basic financial guidance
BON-06472,viral_legit,0,20.0,normal,beauty,584618,10703,605,80,63356,948,317187,11.0,66.8,54.6,0.54,0.785,0.116,0.668,0.838,0,Luxe Beauty - Embracing natural radiance. #beautygoals,Comment 1! Amazing makeup look! || Great tips as always! || Totally relate - perfect skin care routine! || Love it! So inspiring!,Unlock the magic of your own skin - DIY face mask recipe!,Young women passionate about natural beauty and skincare routines.
BON-06473,authentic_organic,0,11.7,normal,music,151848,8062,70,99,13653,334,426211,9.21,40.8,18.8,2.81,0.269,0.146,0.893,0.882,0,Gotta love indie tunes! Sharing music to bring you joy. Follow for songs & fun facts.,"Love your playlists! Happy tunes! || Great music choices, always! 🎶 || Always on the beat! 😄 || Such great picks, can't wait for more!",New track - 'Melodic Rave' - Feel the vibes! #MusicLovers,My audience loves indie and electronic music - ages 18-35
BON-06474,engagement_pod,1,64.3,masked_fraud,photography,5954,178,64,56,539,6,3327,9.18,81.4,33.4,0.56,0.249,0.233,0.736,0.679,0,Shooting stunning landscapes - capturing beauty in every click.,"Love your angles! || Wow, that sunset! || Great shot, thanks for sharing. || Your colors pop!",A journey through nature's palette - your next adventure?,Photography enthusiasts and nature lovers.
BON-06475,bought_followers,1,58.6,normal,wellness,301602,3604,511,31,6772,103,169258,2.28,65.6,83.7,0.56,0.695,0.66,0.347,0.693,0,Holistic health expert - Nourish & Glow. Find peace in wellness.,"Great insights, love it! || Just what I needed today! || I totally agree! || Inspiring, thank you!",Start your week with positivity & self-love - simple ways to make it happen!,My audience loves holistic wellness tips and personal stories.
BON-06476,viral_legit,0,22.3,normal,travel,106928,2588,348,92,7037,64,216919,6.64,108.3,41.3,2.03,0.717,0.302,0.698,0.705,0,Travel lover sharing insider tips & stunning shots from around the world.,"Wow, love your vibrant photos! Bahamas sounds amazing! || Just got back from Bali-seriously awesome! || Can't wait to see where you go next! 🌎 || Real travel stories make my heart sing.",New post: A secret beach hideaway in Thailand - the perfect getaway!,Audience loves spontaneous adventures and natural beauty.
BON-06477,lightly_boosted,0,19.3,trap_clean,parenting,178327,5456,347,63,8696,103,424755,4.93,84.1,32.7,2.38,0.564,0.27,0.659,0.492,0,A happy mom sharing tips on raising strong kids.,Great advice! Thanks for sharing. || I love how you keep things simple. || I can relate! || Always making parenting fun!,Our family's weekend plan - fun filled days ahead!,A mix of parents looking for inspiration and guidance.
BON-06478,lightly_boosted,0,37.3,normal,sports,39996,1597,46,113,2333,16,90331,5.87,143.4,25.0,2.26,0.297,0.322,0.693,0.679,0,I'm your go-to sports news and tips. Follow me for updates.,Great advice! Thanks for sharing. || Absolutely agree! Share more. || Love your insights! || Really enjoying your posts!,New season starts - time to get fit & ready!,My audience loves detailed sports analysis.
BON-06479,ai_persona,1,96.6,normal,fitness,15766,413,134,42,779,12,23968,5.03,62.0,38.2,1.52,0.293,0.451,0.577,0.349,1,Fit and focused - sharing my journey towards a healthier me.,"Love your dedication! || Nice workout, thanks for the motivation! || Yummy smoothie! Looks so good. || Good one, great tips!",Daily inspiration - stay strong!,Audience is health-conscious individuals interested in fitness.
BON-06480,engagement_pod,1,66.6,normal,food,5548,867,109,59,416,6,13266,7.61,68.3,6.4,2.39,0.422,0.33,0.626,0.601,0,Sharing culinary adventures & recipes - Follow for more foodie love!,"Love this recipe - try it out! || Great dish, I'll be trying this soon! #foodie || Absolutely delicious! Bookmarking this one. || Tasty photo - you're doing it right!",Just tried this new recipe - it's sooooooo good!,My audience loves sharing kitchen tips and trying new recipes.
BON-06481,authentic_organic,0,16.9,trap_clean,food,140471,1354,2064,28,3366,64,234257,2.44,52.5,103.7,1.67,0.39,0.411,0.658,0.629,0,Fresh Bites - Your Local Kitchen Guru! #FoodieLife,"Yum, that looks amazing! || Love your recipes, always! || Such creativity in your cooking! || Can't wait to try your new dish!",Just added some new flavors to my recipes! Can't wait for you to taste them!,My audience loves local cuisine and unique recipes
BON-06482,viral_legit,0,16.3,normal,fitness,55399,2114,201,40,5282,94,83922,9.71,55.7,26.2,1.51,0.828,0.318,0.776,0.852,0,Fitness Enthusiast & Real Mom - Fitness Journey Straight from the Heart,OMG!! Love your dedication! || Fit as a fiddle! Amazing motivation. || You make me want to sweat more! 💪 || Always on point with your workouts! 💪🔥,Starting my new fitness challenge - 21 days to better you! 🏋️‍♂️🏋️‍♀️ #ChalengeOnChallenge,My audience loves personal fitness journeys and challenges.
BON-06483,click_farm_audience,1,77.7,masked_fraud,gaming,91474,2646,49,106,4313,60,101757,4.78,70.8,34.6,1.11,0.365,0.318,0.648,0.689,0,Talks about gaming tips & tricks - Join the fun!,lol i love ur vids || nice try || c'mon u cant be serious || whaaaat? its you! congrats!,Here's a new tip I just learned about FPS games! Don't forget to check out our community forum for more info. #GamingTips,"Audience loves easy-to-follow tips, especially for beginners & intermediate players."
BON-06484,engagement_pod,1,71.9,masked_fraud,fitness,16840,605,98,50,1130,13,46544,6.8,81.2,27.8,2.76,0.308,0.158,0.753,0.766,0,Fitness Enthusiast & Expert - Share your journey too!,"Love this, check out my page! || Great workout routine, tried it already! || You inspire me to push harder, thanks! || Support back on your hard work!",Motivation Monday - Get ready to take on the week! 💪 #motivation #fitnessmotivation,My audience loves real results and motivation in fitness.
BON-06485,authentic_organic,0,7.7,normal,home decor,385202,16921,840,23,25786,229,160074,6.75,112.2,22.8,0.42,0.171,0.096,0.784,0.835,0,"Gorgeous ideas for your living room - DIY projects, color palettes, & more!",Love it! Can't wait to try making that wall art myself! || So pretty - I need to start organizing my space now! || Your color scheme in the living room is perfect - so soothing! || I love how you transformed this corner - great inspiration!,Shiny new decor in the bedroom - what do you think? #newlook #inspiration,My audience loves cozy bedrooms and DIY projects
BON-06486,ai_persona,1,79.7,normal,fitness,163114,7209,314,30,5032,89,449951,3.14,56.2,22.6,2.76,0.3,0.604,0.611,0.549,1,Lose weight naturally - expert tips every week.,Good post! || Healthy lifestyle! || Love it! || Great advice!,Here's my latest workout tip - focus on form over reps!,My audience is health-conscious women looking to improve their workouts.
BON-06487,click_farm_audience,1,54.0,normal,music,1365296,41689,315,105,40336,814,2050826,3.01,49.5,32.7,1.5,0.609,0.425,0.355,0.567,0,Dance music lover sharing mixes & tips. Follow for grooves!,Love ur mix! 🎶💃 || Yay more vibes to dance to - cheers! 👋 || Such a chill vibe - thanks for sharing! 🍻🎶 || Nice beat u got there. 😁👌,New playlist out! 🎵✨ Dive in & find your groove!,My audience loves deep house & progressive tracks.
BON-06488,bought_followers,1,60.0,masked_fraud,gaming,89580,1377,161,83,3008,31,154219,3.39,95.6,65.1,1.72,0.336,0.292,0.678,0.749,0,Gamer and streamer - playing every weekend! #GamingLife #PlayOn,"Great tips, cheers! || Check out my stream tonight! || Yay, another update! 😊 || Loved ur stream yesterday!",New game released! Ready to play? Let me know your thoughts! 🎮🎮,My audience is mostly casual gamers looking to improve their skills.
BON-06489,ai_persona,1,72.2,masked_fraud,wellness,186148,4858,637,49,12464,145,267151,6.77,85.8,38.3,1.44,0.324,0.341,0.682,0.681,1,Nourished daily - wellness tips & inspiration.,Great insights as always! || Love your advice! || Healthy living - it's so important! || You always motivate me!,Unlocking the secret to balanced wellness!,A mix of health enthusiasts and curious beginners seeking balance in life.
BON-06490,ai_persona,1,75.6,normal,home decor,448727,12666,269,100,16116,137,923996,3.62,116.8,35.4,2.06,0.432,0.542,0.381,0.417,1,Nicely curated home decor ideas for those who love their homes.,Love it! || Very inspiring! || Can't wait to try it! || Great DIY tips!,Transforming your space? Start with these easy DIY projects!,My audience loves unique home decor and DIY projects.
BON-06491,ai_persona,1,80.2,normal,music,10222,556,72,62,869,6,9054,8.57,131.5,18.4,0.89,0.594,0.568,0.433,0.365,1,Check out my latest playlist! Sharing tunes with you all.,Love your vibes! || Gonna hit play! || What's your go-to song? || Awesome picks!,New playlist coming soon - can't wait to share it with y'all!,Mainly college students and music lovers
BON-06492,lightly_boosted,0,29.7,normal,finance,146033,5816,100,118,4546,31,200139,3.13,145.1,25.1,1.37,0.542,0.251,0.511,0.627,0,"Expert in investing & retirement planning - shares tips, strategies.",Great advice as always! 💡 || Thanks for sharing your knowledge! 👍 || Love your posts! They really help. || Just subscribed to your channel - looking forward to more insights! 🌟,Here's what I learned today - top 3 investment lessons for beginners.,My audience loves real-life stories and actionable tips.
BON-06493,click_farm_audience,1,78.6,normal,food,84279,798,1046,20,1350,23,33836,1.63,58.0,105.6,0.4,0.534,0.841,0.433,0.502,0,Tasty bites daily - sharing recipes & meal ideas.,"Yummy recipes! 😊 || Love your posts! #foodie || Food lover here 👍 || Delicious dishes, thanks! 🌟",Check out my new recipe - Spicy Chicken Wings!,The audience is mostly food enthusiasts looking for inspiration and easy cooking ideas.
BON-06494,engagement_pod,1,50.7,masked_fraud,fitness,126372,3400,44,51,9347,115,319443,7.49,81.1,37.2,2.53,0.315,0.25,0.785,0.654,0,Fit and healthy - sharing daily tips to help you live your best life. #fitspo #motivation,Love your workouts! || Great tips here! || Can't agree more! || Sharing is caring!,How to stay motivated when hitting a fitness plateau? Check out my post!,My audience loves personalized fitness advice and real results.
BON-06495,ai_persona,1,85.7,masked_fraud,finance,206283,4795,1229,77,12208,176,535309,6.0,69.2,43.0,2.6,0.326,0.349,0.717,0.643,1,"Loves talking about investments - stocks, bonds, ETFs. Shares tips & insights.",Good advice! || Thanks for the tip. || I need to learn more. || Love your posts!,Just received my first dividend check from my tech stock 🚀 #investing #earnings,Audience consists mainly of beginners eager to learn.
BON-06496,click_farm_audience,1,87.1,normal,fitness,1252848,33546,1067,32,40717,445,1360638,3.29,91.5,37.3,1.09,0.71,0.732,0.424,0.491,0,Fit and toned - sharing daily workouts & tips.,Great advice! 😊 #healthylife || Love your pics - they inspire me! || Awesome workout! 🏋️‍♂️💪 || Fit lifestyle living - awesome!,Just finished this HIIT session - feel alive!,Mainly women aged 25-35 interested in fitness & nutrition.
BON-06497,engagement_pod,1,60.2,masked_fraud,travel,21002,673,59,86,1696,22,24874,8.18,75.4,31.2,1.18,0.235,0.164,0.851,0.715,0,Nomadic Nick - Travel Enthusiast | #adventuresawait,"Love this, check out my page! || Support back, see you there! || WOW, love it! What's next? || I'm all about these vibes!",Exploring new horizons - don't miss our next adventure!,Audience loves unique travel experiences shared by Nomadic Nick
BON-06498,viral_legit,0,27.5,normal,wellness,277139,7550,2533,28,17581,135,791992,6.39,129.5,36.7,2.86,0.646,0.302,0.917,0.609,0,Holistic wellness expert sharing simple solutions.,"Love it! So inspiring! || Great tips! Feeling motivated! || Absolutely beautiful! Thanks for sharing! || Real talk, you're the real deal!",Unlocking the secrets to sustainable wellness - daily practices that work!,Audience loves accessible advice on holistic living.
BON-06499,bought_followers,1,78.1,normal,travel,384069,4519,198,65,22597,418,348666,5.99,54.0,85.0,0.91,0.718,0.542,0.41,0.377,0,Exploring the world through my lens - @travelinspiration - #travelphotography #worldtravels,"Wow, your photos are amazing! 🌍✨ || Love how you capture the essence of places - so vivid! 👌 || Every trip looks so exciting - what's next? 🏖️✈️ || Your stories make me want to plan my next adventure! 🌄🌴",Just got back from this stunning island paradise - it's where I get inspired to dream big! 🏝️🏖️ #islandlife #getaway,Audience loves vibrant photos & personal travel experiences
BON-06500,ai_persona,1,80.9,normal,music,10234,464,199,36,639,12,20158,6.37,49.6,22.1,1.97,0.478,0.292,0.604,0.317,1,Genius tunes & catchy lyrics - music lover to the core.,"Love it! 🎶 || Your songs make me wanna dance - love it! || Nice vibe, good stuff! || Great track! 🌟",🎵 Check out my latest #music video - 📽️ 🎶!,A mix of music enthusiasts and curious listeners.
BON-06501,lightly_boosted,0,35.4,normal,parenting,183764,13028,138,63,7598,59,37597,4.17,127.3,14.1,0.2,0.514,0.325,0.721,0.713,0,Parenting pro sharing simple solutions.,"Good advice! Thank you. || Absolutely agree - makes sense! || Thanks for sharing your wisdom. || Loved it, practical tips!",Here's how to create a cozy bedtime routine!,Mainly interested in practical parenting advice.
BON-06502,ai_persona,1,73.9,normal,home decor,647230,13448,363,61,44072,420,1940830,6.87,104.7,48.1,3.0,0.348,0.585,0.523,0.595,1,Nicely curated rooms inspire creativity.,"Love it! 🌟 || Great room idea! || Home decor tips, thanks! || Beautiful! Perfect for my place.",A cozy retreat that inspires...,The target audience is interior designers and homeowners looking for inspiration.
BON-06503,authentic_organic,0,7.5,normal,travel,156783,3839,663,93,5978,146,403089,3.91,40.7,40.8,2.57,0.189,0.146,0.847,0.861,0,Gotta love the magic of travel! 🌎 #MyNextAdventure,Love your sunny smile! ✨ || Wish I could join you! || Your photos always make me want to pack my bags. || You're the real deal! 🌟,Just got back from Bali! Can't wait to share more. 🏖️#BaliTrips,Audience loves authentic experiences and vibrant photos.
BON-06504,viral_legit,0,31.3,trap_clean,parenting,334087,8752,587,31,14776,193,952517,4.48,76.2,38.2,2.85,0.588,0.411,0.561,0.629,0,Raising 3 kids & sharing our adventures - love every minute!,Love it! Great advice! || Totally agree - we're in this together! || Hilarious tips! 👍 || Can't agree more - parenting is tough but so rewarding!,Today's post: Tips for managing those crazy kids' meltdowns - join us in the comments!,A mix of new parents and veteran caregivers from all over the globe.
BON-06505,authentic_organic,0,7.3,normal,food,38419,679,259,67,2488,36,18905,6.57,67.4,56.6,0.49,0.126,0.161,0.792,0.772,0,Foodie blogger sharing recipes & meal ideas. #EatsWithFriends,"Yum, I love your veggie stir-fry recipe! -Jane || Looks delicious, can't wait to try it out. -Mike || Brilliant tip on using leftover veggies! Thanks. -Lily || Such creative ideas in your posts. Love it! -Sarah",Spring's perfect time for fresh herbs! Try my easy pesto recipe!,My audience loves unique recipes and food photography.
BON-06506,bought_followers,1,73.3,masked_fraud,gaming,278485,2854,2795,7,19184,309,750887,7.0,62.1,97.6,2.7,0.331,0.347,0.76,0.669,0,Gaming lover sharing tips & tricks with gamers. #gamerlife,Great tips! I'm always looking for new games. || Love your playlist! Just discovered some new ones. || Nice haul! What's your favorite game? || Thanks for the shoutout! Let me know what you think.,Check out my latest gaming setup - all the best in one place!,Audience loves gaming gadgets and product reviews
BON-06507,ai_persona,1,83.4,masked_fraud,beauty,400593,6289,66,46,14396,207,797734,3.65,69.5,63.7,1.99,0.405,0.369,0.812,0.633,1,Showcasing natural beauty looks - everyday glam!,"Gorgeous as always! Love your look. || So beautiful, you make me smile! 🌟 || Wow, love your makeup and hair! 🙌 || Your skin looks amazing today! 💆‍♀️",New skincare routine kickstarted! 🌱 Starting small but making a big impact! What's your go-to skincare ritual?,"Mainly interested in natural beauty products and tips, particularly for women aged 25-45."
BON-06508,click_farm_audience,1,75.6,normal,photography,281931,3065,146,8,14671,245,525296,5.29,59.7,92.0,1.86,0.465,0.487,0.285,0.433,0,I love capturing beautiful moments in life. Follow me to see more!,"Lol what u wear? -en || WOW amazing shots!!! -hy || Love your work -straight_quote, || U r such a talent! -hy",Don't forget to #photographthelove around you -hy,Audience loves candid street photography and travel snaps.
BON-06509,lightly_boosted,0,24.7,normal,tech,45639,1170,47,20,2312,15,59179,5.1,148.1,39.0,1.3,0.388,0.318,0.56,0.718,0,Tech Enthusiast sharing the latest gadgets and coding tips.,"Nice post, kept it simple! || Love your tech reviews! || Really useful info, thanks! || Keep it real!",Check out my top picks for beginners - #tech #gadgets #coding,Tech enthusiasts curious about new gadgets and software trends.
BON-06510,ai_persona,1,76.2,normal,fashion,389449,9709,218,109,14596,401,443655,3.85,36.3,40.1,1.14,0.282,0.296,0.468,0.604,1,Always on trend - share your look!,Nice outfit! || Stylish as always. || Love the style! || Always chic!,New summer outfits - Can't wait to see you all in these looks!,My audience loves trendy fashion and wants to see what's latest in the industry.
BON-06511,lightly_boosted,0,23.8,normal,photography,148377,4397,323,91,10734,93,234436,7.3,114.4,33.7,1.58,0.233,0.213,0.818,0.624,0,Creative photographer sharing tips & behind-the-scenes stories.,"Love your work! Nicely done! || Great shot, I especially love the colors! || So vibrant! Really captures the moment. || Always fresh perspectives, keep it up!",Travel photography - capturing memories around the globe.,Audience loves unique travel photos and inspiring ideas.
BON-06512,click_farm_audience,1,89.6,normal,finance,92422,2524,1108,55,4674,60,178705,5.12,77.1,36.6,1.93,0.377,0.649,0.396,0.623,0,I'm a money manager sharing tips for savvy savers.,"That's good advice! -ES || Great post! 👍 || I always need more tips, thanks! || Love it! Very helpful -EN",Top tips to boost your savings this year -EN,My audience is curious savers looking to improve their finances.
BON-06513,viral_legit,0,20.4,normal,fitness,767714,14101,79,54,64185,627,2172313,8.44,102.4,54.4,2.83,0.632,0.243,0.721,0.778,0,Fit and fun - your go-to for all things wellness.,"That's exactly how it feels! 💪🏼❤️ || Real results, real smiles! #motivation || Love seeing progress like that! || You're inspiring! 😎🎉",Just shared my latest workout haul & tips! Let's get strong together! 🏋️‍♀️💪,A community of fitness enthusiasts seeking motivation and real results.
BON-06514,authentic_organic,0,17.2,normal,photography,50073,6032,692,76,3921,37,149375,7.91,105.1,8.3,2.98,0.375,0.131,0.784,0.883,0,Photography lover sharing behind-the-scenes with my lens. #photographyjourney,Love your work! Perfect angles! || Your photos always make me smile. || Can't wait to see your next shoot! || Thanks for sharing your passion!,A beautiful day captured in a single moment. #instafilter,My audience loves candid shots and everyday beauty.
BON-06515,authentic_organic,0,9.6,trap_clean,sports,93677,1031,491,14,3310,33,89791,3.57,97.6,90.9,0.96,0.559,0.318,0.631,0.837,0,I love watching and talking about basketball. Go Pelicans!,"Great game, I love your energy! 🌟🏀 || Agreed, my favorite player is Curry - always on fire! #CurryMVP 🦺 || I totally agree, teamwork makes the game! 👏🏀 || Love how you keep it real - great message! 💚🏀",Just watched the best play of the night! 🎥 #GameTime,My audience loves to share their passion for basketball with me.
BON-06516,bought_engagement,1,64.6,normal,music,39087,1323,708,36,2447,12,51369,6.29,192.5,29.5,1.31,0.344,0.343,0.581,0.522,0,DJ and producer sharing the latest beats - keep it groovy!,Nice! || Yay! Love it! ||  || Always rocking the best sounds!,Dance to the rhythm with our new track - give it a listen!,My audience loves underground hip-hop tracks and DJ sets.
BON-06517,bought_followers,1,78.1,masked_fraud,tech,62140,879,55,86,1544,18,63124,2.52,83.9,70.7,1.02,0.395,0.332,0.695,0.75,0,Tech lover with over 50k followers - Join me!,LOVE IT! || YES! || GREAT POST! || :) || Great shots!,Check out our latest gadgets & tips! #TechTrends,Our audience loves tech gadgets and trends.
BON-06518,ai_persona,1,89.3,normal,music,13921,216,1195,18,156,1,22177,1.14,82.0,64.4,1.59,0.728,0.622,0.557,0.635,1,Rave enthusiast sharing the best beats - Follow me for the latest dance tunes!,"Love your vibes! || Great music, keep it up! || Wowzers - so cool! || Dance party ready!",Here's the new track that'll get you moving - Share the beat!,My audience loves dynamic music and vibrant energy
BON-06519,engagement_pod,1,49.3,normal,sports,88388,4860,952,52,7104,314,228285,8.39,22.6,18.2,2.58,0.258,0.27,0.792,0.662,0,Motivating athletes - tips & tricks for peak performance. Share your journey too! #inspire,Great tips! Love it - share your own secrets! || So inspiring! Fitness journey with me? || Awesome advice! What's next on your fitness plan? || You're amazing! Check out my workout playlist!,🌟 New Training Tips - Boost Your Game This Season! 🏁,My audience loves fitness and personal development advice - mostly women aged 25-40 interested in sports and wellness.
BON-06520,click_farm_audience,1,90.6,normal,food,123296,1200,1159,25,7303,110,139940,6.01,65.9,102.7,1.13,0.558,0.544,0.401,0.351,0,Just chowing down on the yummiest bites! 🌟 Foodie lover sharing my culinary adventures.,"I'm drooling! Can't wait to try it! #foodiegoals 🥗"" || Mmm, your latest recipe sounds amazing! 👍👍 || Tasty! I love it when you share these pics! 🍰"" || Wow, your food always looks sooooo good! 🌈😍",Here's what's cookin' tonight - a new pasta dish that's gonna blow your mind! 🥗👩‍🍳 #FoodieLife,My audience loves trying out recipes from different corners of the world.
BON-06521,lightly_boosted,0,22.2,trap_clean,finance,26263,438,238,99,1632,29,31606,6.33,56.2,60.0,1.2,0.709,0.473,0.495,0.56,0,Expert on investing & personal finance - shares tips & tricks.,"Great insights, thanks for sharing! || Love your finance advice - very helpful! || Nice post, can't agree more! || Thanks for the info, always learning!",Top 5 Tips for Beginner Investors - Make Smart Moves!,Primarily small business owners and investors in mid to late twenties.
BON-06522,ai_persona,1,68.9,masked_fraud,fashion,15796,363,2779,85,807,15,43044,5.21,53.6,43.5,2.73,0.47,0.335,0.785,0.765,1,Dive into the latest trends in fashion with me! #fashionista,"Nice outfit! Love the colors! || Wearing the hottest trend right now! Stylish! || Always on top of fashion, love it! || Can't get enough of your style!",Spring into style - check out my new collection!,My audience loves unique fashion finds
BON-06523,lightly_boosted,0,25.1,trap_clean,photography,161496,5105,2864,99,6848,151,102143,4.33,45.3,31.6,0.63,0.673,0.395,0.639,0.48,0,Creative snaps that tell stories - capturing life's moments beautifully.,Love the way you make memories come alive! #PhotographyLover || Your photos always light up my day. Great job! || So much color and joy in your shots. 🌈✨ || Every picture tells a story - beautifully done!,Here's a peek at what I'm discovering out there today! 🌄📸,My audience loves vibrant colors and unique perspectives in photos.
BON-06524,engagement_pod,1,51.5,normal,fashion,13109,284,183,111,1168,26,21816,9.12,44.1,46.2,1.66,0.252,0.076,0.72,0.378,0,Shiny clothes galore - follow me for fashion inspiration & sales.,"Love your style, you got it! || Looks great on you, check out my picks! || :), You're so stylish! || Wow, love it! I'm following you!",New season collection launch! Find the latest trends here!,Audience loves affordable luxury and quick fashion changes.
BON-06525,click_farm_audience,1,64.1,normal,gaming,286642,3293,419,108,18591,720,139156,6.74,25.8,87.0,0.49,0.327,0.593,0.342,0.359,0,Always gaming! Share your tips & tricks here - let's make games fun! 🎮🎮 #gamerlife,Yay!! Time to grab my controller! - GG bro! || Love ur vids bro - u made gaming cool! :) || Gamer spirit alive! 👌 || Woot woot! I always feel at home in ur videos - u make it fun!,Check out our latest gaming setup - we're getting ready for some serious action! 🌟🎮 #setupreview,My audience is mostly young males who love all kinds of games.
BON-06526,viral_legit,0,13.9,normal,parenting,110747,2511,206,115,6212,57,329400,5.66,107.7,44.1,2.97,0.602,0.103,0.741,0.892,0,Parenting pro - sharing everyday tips & tricks for raising happy kids!,"Great advice! Love it! || So relatable - thanks for sharing! || Awesome insights, always learning here! || Huge fan of your positivity!",How to Create a Calm Environment at Home - It's Easier Than You Think! 🌿,"Audience loves positive parenting tips, primarily mothers in their early to mid-30s"
BON-06527,bought_followers,1,77.4,normal,tech,912387,11485,216,17,18461,257,1380039,2.05,71.8,79.4,1.51,0.417,0.478,0.569,0.611,0,Tech lover & early adopter - sharing daily updates.,"Nice post as always! 👍 || Love your insights! 💡 || Tech changes, but you stay the same. || Just saw your latest video - awesome! 🚀",Discover the new tech trends that will change your life!,My audience is tech-savvy early adopters and enthusiasts.
BON-06528,authentic_organic,0,13.0,normal,comedy,203752,4117,297,12,14910,216,497365,7.42,68.8,49.5,2.44,0.256,0.321,0.79,0.791,0,Watch me laugh every day! Share your best jokes & I'll respond.,"LOL! I always love your quick replies! || Haha, can't wait to see your next joke! || Always on the edge of my seat watching you! || So funny! You make me laugh till I cry.",Here's today's joke - Why don't scientists trust atoms? Because they make rules!,"My audience loves spontaneous, relatable comedy."
BON-06529,click_farm_audience,1,59.1,normal,photography,98417,1251,140,28,4295,66,124111,4.43,64.4,78.7,1.26,0.499,0.53,0.495,0.546,0,Great photos! Love the lifestyle shots - they inspire me to take better pics too!,"Wow, love the color tones! -spanish || I need to start taking photos like this too! -french || Very inspiring -portuguese || Love your work -i don't speak this language but it's a nice sentiment",A beautiful day captured - snapshot of happiness #photography #instafilter,The audience is mostly local people passionate about photography and lifestyle.
BON-06530,ai_persona,1,95.9,normal,sports,15969,259,45,44,1375,15,33644,8.71,86.2,61.7,2.11,0.247,0.48,0.666,0.46,1,Loving life as a #sportsperson - sharing tips & fun moments.,Good luck with your new challenge! #motivation || Love ur style - it's cool as ever! #cool || Great pic - always so inspiring! #inspire || Awesome post! Really motivates me to get moving. #getmoving,Just shared my journey - every step counts. Stay strong! 🏃‍♂️🏃‍♀️,Audience is primarily fitness enthusiasts interested in motivation and tips.
BON-06531,click_farm_audience,1,68.2,masked_fraud,comedy,183975,6146,2014,82,8378,106,66175,4.61,78.9,29.9,0.36,0.393,0.29,0.681,0.801,0,Regular jokes & laughs - everyday comedy! Share with your buddies!,Haha! I love your jokes! || - LOL :D || Totally get it - so funny! || Great stuff!,Watch the latest video - laugh till you cry! 😂,"Audience loves short, relatable comedy content"
BON-06532,bought_engagement,1,70.4,normal,finance,222947,4731,435,36,27604,178,287795,12.46,154.5,47.1,1.29,0.435,0.223,0.693,0.317,0,"Expert in stocks and bonds - daily insights, actionable tips.",Nice! Always learning from you. || Absolutely love your analysis! || Great job as usual! || Exactly what I need to know.,Unlocking growth secrets - check out my latest insights!,Audience: Finance enthusiasts eager to learn trading strategies.
BON-06533,bought_engagement,1,66.6,normal,fitness,351471,8777,547,25,60618,506,1045224,17.39,119.7,40.0,2.97,0.338,0.522,0.834,0.226,0,Fit and healthy tips - Let's get strong together!,Nice! || Great workout tip! #fitfam || :) || Stay strong!,Today's challenge: 20 pushups in 2 minutes. You got this!,Targeting active women who follow fitness routines.
BON-06534,authentic_organic,0,16.9,trap_clean,travel,141169,1219,277,114,6482,91,240137,4.66,70.9,115.8,1.7,0.508,0.336,0.642,0.667,0,Exploring the world through my lens - adventures await!,Love your colorful shots! 🌈 || Every trip feels new through your eyes! 👀 || Can't wait to see where you go next! || Absolutely stunning photos! 😍,"New place, new colors - can't wait to share! ✨",A mix of fellow wanderlust souls and casual travelers.
BON-06535,engagement_pod,1,72.3,masked_fraud,comedy,97354,5146,131,19,6566,110,23450,6.86,59.4,18.9,0.24,0.254,0.204,0.729,0.76,0,Laugh your way with me! Watch my latest comedy magic trick.,"Love it! Can't wait to see more! || Wow, you nailed it! Great performance. || Brilliant stuff! I love your comedic timing. || Great show, can't get enough of your jokes!",Witness magic turn into laughter - live every laughable moment with me!,My audience loves wholesome comedy magic tricks delivered straight to their screens.
